,latitude,longitude,epoch,orientation,responses
0,-17.9824301119995,-23.9446927353032,1594042820.42526,35.1816959139519,{'glare': False}
1,-85.4562712719232,105.598007989451,1606428903.21449,93.2717128116683,{'glare': True}
2,39.3190117114848,116.385517549173,1607219846.02832,137.89046124406,{'glare': True}
3,-55.7328184929754,89.1001205471039,1594268862.33362,-155.789567755658,{'glare': False}
4,-4.71004571491986,-21.3417100734819,1589812705.88089,-42.6340209615143,{'glare': False}
5,59.0990218905175,86.0901176686565,1582504254.12292,54.1905751142988,{'glare': False}
6,-36.6428780244308,-140.936634242873,1602397184.6109,-115.736233114799,{'glare': False}
7,6.25572086568366,129.79672591941,1599266399.69137,-125.008072754927,{'glare': False}
8,-81.0650281306435,-35.5431369377493,1605271169.05719,161.213289238043,{'glare': True}
9,-68.1387268691892,120.541406993952,1598525359.56542,149.931396680859,{'glare': False}
10,3.55470649372999,13.9200786212626,1600860395.0564,-19.6106634502063,{'glare': False}
11,-17.1670934243709,61.3107744778204,1585277347.85157,-117.018845181122,{'glare': False}
12,-75.9123528224592,-101.611637149094,1607131405.39113,-52.0949570951612,{'glare': False}
13,30.5979932057692,-127.864033731563,1586818871.3362,101.387551411398,{'glare': False}
14,-56.1046981526378,-121.507360418153,1585672736.68294,160.61432291166,{'glare': True}
15,59.8452379939846,-66.048248843242,1598361360.73746,20.5588010900277,{'glare': False}
16,-12.362524048945,-41.5364130166475,1591529775.70148,-49.1765790889583,{'glare': False}
17,68.6427062846998,59.1889688491309,1599794820.94911,-128.397570847069,{'glare': False}
18,36.9987954895264,-2.89853902451725,1601145170.66338,-138.905673435108,{'glare': False}
19,41.4945323655202,-136.57479559311,1608837601.92629,-151.456690983043,{'glare': False}
20,64.0835605381789,-72.5719588829717,1578720184.40542,-111.390993178954,{'glare': False}
21,-40.69124439162,105.343560866818,1600689426.33446,-130.218903719666,{'glare': False}
22,56.0835896020465,62.7803560149709,1580857563.71051,52.2714137951343,{'glare': True}
23,-19.5290173792138,5.34949449617139,1604884818.26438,4.45071761823698,{'glare': False}
24,-49.3808877172436,-171.729203747194,1596650768.96438,51.1184979786126,{'glare': True}
25,-63.4368001946116,172.10277669973,1581811310.59521,-165.559665496168,{'glare': False}
26,-19.866061481402,-53.8512918829642,1590623367.92338,-158.961397053349,{'glare': False}
27,27.7597884051415,101.308897850863,1608102445.80866,11.8733243622455,{'glare': False}
28,80.6909270052703,-174.813901813354,1605650174.60294,-34.4805133371385,{'glare': False}
29,-72.3634843865866,-118.089615421707,1587061925.01132,82.7506841356824,{'glare': True}
30,-5.63012371216516,48.6406521738002,1595995322.58541,94.9379947714572,{'glare': True}
31,-15.5861364696245,30.8576083000436,1583605804.85411,-81.2069441674503,{'glare': False}
32,-43.1137264310061,-1.39564603626391,1590545457.86671,94.466956869066,{'glare': True}
33,-56.7786881119498,-103.071706341288,1588569276.7742,-6.63421163540849,{'glare': False}
34,-80.231363935579,98.4913200305864,1581360439.80345,-11.3647310108589,{'glare': False}
35,43.1386966870896,145.269435323748,1600108515.40791,-119.134047223416,{'glare': False}
36,-88.8301537299564,-47.0836369017986,1599159291.38085,-100.927898999124,{'glare': False}
37,-83.2768588862528,172.606880755099,1590782503.94676,176.810937343072,{'glare': True}
38,-79.3156452439367,74.7930443863043,1591102872.6077,59.3004554334472,{'glare': False}
39,9.20409465927038,7.52308671741332,1592411356.7164,-57.1530831742457,{'glare': False}
40,-2.06179200057073,132.91357991607,1586981120.17567,-81.4898980129704,{'glare': False}
41,-73.9689544531361,171.493844753743,1584950164.82703,167.369771801517,{'glare': False}
42,-76.4811949047532,-104.322109859437,1581877281.71889,64.6307162703512,{'glare': True}
43,0.923556264880474,-1.76291797180255,1609119612.10596,-126.348105798212,{'glare': False}
44,3.70398237898792,177.168147097764,1589099649.90842,-166.255433992312,{'glare': False}
45,0.197091699204023,130.797284510479,1595314349.15716,127.978333604929,{'glare': False}
46,-5.54848282967004,-47.932656459293,1590248338.8842,-153.252960752521,{'glare': False}
47,86.914207855375,4.6107543216622,1594684834.58926,171.56071985355,{'glare': True}
48,-55.7030774152407,123.395495088124,1602757436.00199,-132.956821983057,{'glare': False}
49,64.1338764242256,-120.228129818987,1583964684.3509,-61.257370808821,{'glare': False}
50,-74.8833621516455,-99.4933004814991,1602088294.97539,-114.284696007581,{'glare': False}
51,-83.0392001836989,82.7441996111577,1589394317.97348,-136.13663059984,{'glare': False}
52,14.8367782189027,-77.1681289001314,1578657101.9907,102.081608569601,{'glare': True}
53,74.4251701318941,78.8280371997117,1599563189.74998,-134.475306291354,{'glare': False}
54,22.0606554071075,-112.050274404512,1585806945.03742,-113.155420035269,{'glare': False}
55,-36.2536537644822,4.39110664859561,1581012745.98452,-63.1988989642256,{'glare': False}
56,-87.3300465373151,174.673742215325,1581635556.5361,165.286685926101,{'glare': True}
57,-41.4077629390952,149.310223516924,1598543066.04195,35.1789579904595,{'glare': False}
58,11.8800174383049,37.5572779043239,1602860860.51642,-170.694841801302,{'glare': False}
59,-39.8500539924854,158.935428670575,1606573440.99988,-98.4284502354254,{'glare': False}
60,52.0269492365232,125.007170727779,1599693900.25645,-40.2394532996644,{'glare': False}
61,-12.8444530080083,142.383516181312,1601338302.57671,133.219248386043,{'glare': False}
62,39.8456218882797,149.315770719278,1590619268.08332,102.20942501742,{'glare': True}
63,19.4719756772006,-164.429167297499,1606229628.44632,-128.444408320333,{'glare': False}
64,89.1257501373572,58.7711814252388,1600710109.8342,-0.518466013488791,{'glare': False}
65,13.323757908968,166.358599983571,1578628910.67513,-15.1489715605077,{'glare': False}
66,-42.9989186190019,-148.788340096754,1607651688.46658,16.4283322975859,{'glare': False}
67,-76.4882713462703,38.8713785332953,1602619235.85103,50.0350709070259,{'glare': False}
68,-44.5870672594265,114.339146978623,1604818680.06924,-164.080796516211,{'glare': False}
69,-59.2224527265315,80.76622287563,1588053785.0357,-61.6268145095991,{'glare': False}
70,61.3592023853448,8.39414421585786,1596075055.66835,55.6388221062739,{'glare': True}
71,32.1089492493577,-96.2097736747703,1607010049.37095,57.5879147061812,{'glare': False}
72,65.1847749049487,81.5032681365744,1607582602.38167,-23.1057832859559,{'glare': False}
73,34.7854371050659,-60.6702607970867,1577998395.08353,-71.3546778298146,{'glare': False}
74,-32.7315223874398,29.0220566925754,1588024368.66546,-81.2697536828405,{'glare': False}
75,20.9020707147878,-38.515652325111,1579122820.27808,-174.281968902149,{'glare': False}
76,-3.28448272873575,-59.7350011080538,1582153511.75716,-135.221590212831,{'glare': False}
77,28.132754538207,-78.4317119182446,1608239464.05066,137.248789741454,{'glare': False}
78,3.88247643194893,30.2999264388958,1580275725.24946,-112.7961365816,{'glare': False}
79,21.7492751243817,92.6631760645969,1582789598.72946,-60.4566453433962,{'glare': False}
80,39.979492121395,69.9573553104805,1593764621.10538,-23.1510372907163,{'glare': False}
81,2.35787510496057,-177.563831690399,1591831102.42106,132.274720886822,{'glare': False}
82,89.863956120154,142.255943411724,1589695358.29929,-101.408195580229,{'glare': False}
83,21.1923807717454,-91.8959449764096,1580361911.43885,-152.321363388884,{'glare': False}
84,33.1001500380537,67.4102937979401,1598822505.00946,-172.381204315893,{'glare': False}
85,5.55731446706119,35.9408661890328,1586721289.85609,-150.22743299716,{'glare': False}
86,3.96475426649951,-24.3233383627014,1608893899.85038,48.6419896736269,{'glare': False}
87,-78.2596328137084,145.802115459098,1586213770.01385,91.007526285169,{'glare': True}
88,-24.1966611766411,134.781518414708,1594831881.47723,122.917707985487,{'glare': True}
89,-47.2128721721982,-78.5374168658088,1591479847.41104,-101.332840068,{'glare': False}
90,-47.2532520274823,-165.762843516191,1604968800.61346,-111.853726698614,{'glare': False}
91,-69.0151201865051,23.4863515541781,1592511365.6831,-92.6453524417692,{'glare': False}
92,-19.1645975701822,-62.0138837036081,1584680160.94602,-126.703557892077,{'glare': False}
93,14.0653487830283,150.782144885401,1589583993.68503,-35.4957119526467,{'glare': False}
94,81.4037909013987,-109.486251084064,1601662846.12981,144.162280257076,{'glare': True}
95,-45.4183500533021,15.4245209502277,1595474355.01216,-107.48241934028,{'glare': False}
96,75.0900959561005,6.80746644258878,1582823308.78345,145.023211853323,{'glare': False}
97,51.0041282790018,118.34155876926,1583948893.68286,-160.130957516898,{'glare': False}
98,84.1319939273321,68.9674329554481,1595365768.72982,130.009889390178,{'glare': True}
99,48.6495966498379,-108.873737015073,1606129090.0022,-170.897656390731,{'glare': False}
100,-48.253032217236,-116.858295132437,1601664183.97785,-135.744974954058,{'glare': False}
